TRACE BEGIN axis=1 rows=800 kp=0.00022 ki=8e-07 kv=2.5e-06 kd=0 kff=0 ff=1 pwm=25000 target=720 duration=4 vmax=800 accel=1600 vscale=1 ascale=0.7 vsrc=1 vwin=40 valpha=0.05
t_ms,ref_mdeg,enc_mdeg,hat_mdeg,vref_mdegs,what_mdegs,duty_milli,cur_01ma
1900,720000,719995,721598,0,0,1,-83
1905,720000,719995,721565,0,0,1,-82
1910,720000,719995,721533,0,0,1,-80
1915,720000,719995,721503,0,0,1,-78
1920,720000,719995,721473,0,0,1,-75
1925,720000,719995,721444,0,0,1,-74
1930,720000,719995,721415,0,0,1,-73
1935,720000,719995,721387,0,0,1,-71
1940,720000,719995,721360,0,0,1,-70
1945,720000,719995,721334,0,0,1,-69
1950,720000,719995,721309,0,0,1,-68
1955,720000,719995,721284,0,0,1,-66
1960,720000,719995,721259,0,0,1,-65
1965,720000,719995,721235,0,0,1,-62
1970,720000,719995,721211,0,0,1,-61
1975,720000,719995,721188,0,0,1,-61
1980,720000,719995,721165,0,0,1,-59
1985,720000,719995,721142,0,0,1,-58
1990,720000,719995,721119,0,0,1,-57
1995,720000,719995,721097,0,0,1,-56
2000,720000,719995,721075,0,0,1,-55
2005,720000,719995,721053,0,0,1,-54
2010,720000,719995,721032,0,0,1,-52
2015,720000,719995,721011,0,0,1,-50
2020,720000,719995,720991,0,0,1,-50
2025,720000,719995,720971,0,0,1,-49
2030,720000,719995,720951,0,0,1,-47
2035,720000,719995,720932,0,0,1,-48
2040,720000,719995,720913,0,0,1,-47
2045,720000,719995,720894,0,0,1,-46
2050,720000,719995,720876,0,0,1,-44
2055,720000,719995,720858,0,0,1,-44
2060,720000,719995,720841,0,0,1,-42
2065,720000,719995,720824,0,0,1,-43
2070,720000,719995,720807,0,0,1,-41
2075,720000,719995,720790,0,0,1,-38
2080,720000,719995,720774,0,0,1,-38
2085,720000,719995,720758,0,0,1,-38
2090,720000,719995,720742,0,0,1,-37
2095,720000,719995,720728,0,0,1,-35
2100,720000,719995,720714,0,0,1,-35
2105,720000,719995,720700,0,0,1,-35
2110,720000,719995,720687,0,0,1,-33
2115,720000,719995,720674,0,0,1,-34
2120,720000,719995,720661,0,0,1,-32
2125,720000,719995,720648,0,0,1,-32
2130,720000,719995,720636,0,0,1,-32
2135,720000,719995,720624,0,0,1,-30
2140,720000,719995,720612,0,0,1,-31
2145,720000,719995,720599,0,0,1,-29
2150,720000,719995,720587,0,0,1,-29
2155,720000,719995,720575,0,0,1,-29
2160,720000,719995,720563,0,0,1,-29
2165,720000,719995,720551,0,0,1,-26
2170,720000,719995,720539,0,0,1,-26
2175,720000,719995,720528,0,0,1,-25
2180,720000,719995,720517,0,0,1,-24
2185,720000,719995,720506,0,0,1,-24
2190,720000,719995,720495,0,0,1,-23
2195,720000,719995,720485,0,0,1,-23
2200,720000,719995,720475,0,0,1,-23
2205,720000,719995,720465,0,0,1,-22
2210,720000,719995,720455,0,0,1,-22
2215,720000,719995,720445,0,0,1,-20
2220,720000,719995,720435,0,0,1,-20
2225,720000,719995,720426,0,0,1,-20
2230,720000,719995,720417,0,0,1,-20
2235,720000,719995,720408,0,0,1,-18
2240,720000,719995,720399,0,0,1,-18
2245,720000,719995,720390,0,0,1,-19
2250,720000,719995,720381,0,0,1,-17
2255,720000,719995,720373,0,0,1,-17
2260,720000,719995,720365,0,0,1,-17
2265,720000,719995,720357,0,0,1,-16
2270,720000,719995,720349,0,0,1,-17
2275,720000,719995,720341,0,0,1,-15
2280,720000,719995,720333,0,0,1,-15
2285,720000,719995,720326,0,0,1,-15
2290,720000,719995,720319,0,0,1,-14
2295,720000,719995,720312,0,0,1,-13
2300,720000,719995,720305,0,0,1,-13
2305,720000,719995,720298,0,0,1,-12
2310,720000,719995,720291,0,0,1,-12
2315,720000,719995,720284,0,0,1,-13
2320,720000,719995,720278,0,0,1,-13
2325,720000,719995,720272,0,0,1,-11
2330,720000,719995,720266,0,0,1,-11
2335,720000,719995,720260,0,0,1,-11
2340,720000,719995,720254,0,0,1,-9
2345,720000,719995,720248,0,0,1,-10
2350,720000,719995,720242,0,0,1,-10
2355,720000,719995,720236,0,0,1,-10
2360,720000,719995,720230,0,0,1,-9
2365,720000,719995,720224,0,0,1,-9
2370,720000,719995,720219,0,0,1,-9
2375,720000,719995,720214,0,0,1,-10
2380,720000,719995,720209,0,0,1,-8
2385,720000,719995,720204,0,0,1,-8
2390,720000,719995,720199,0,0,1,-8
2395,720000,719995,720194,0,0,1,-8
2400,720000,719995,720189,0,0,1,-6
2405,720000,719995,720184,0,0,1,-6
2410,720000,719995,720179,0,0,1,-6
2415,720000,719995,720174,0,0,1,-7
2420,720000,719995,720170,0,0,1,-7
2425,720000,719995,720166,0,0,1,-6
2430,720000,719995,720162,0,0,1,-6
2435,720000,719995,720158,0,0,1,-6
2440,720000,719995,720154,0,0,1,-6
2445,720000,719995,720150,0,0,1,-6
2450,720000,719995,720146,0,0,1,-4
2455,720000,719995,720142,0,0,1,-4
2460,720000,719995,720138,0,0,1,-5
2465,720000,719995,720134,0,0,1,-5
2470,720000,719995,720130,0,0,1,-5
2475,720000,719995,720126,0,0,1,-5
2480,720000,719995,720122,0,0,1,-3
2485,720000,719995,720118,0,0,1,-3
2490,720000,719995,720115,0,0,1,-3
2495,720000,719995,720112,0,0,1,-3
2500,720000,719995,720109,0,0,1,-3
2505,720000,719995,720106,0,0,1,-3
2510,720000,719995,720104,0,0,1,-2
2515,720000,719995,720102,0,0,1,-2
2520,720000,719995,720100,0,0,1,-2
2525,720000,719995,720098,0,0,1,-2
2530,720000,719995,720096,0,0,1,-2
2535,720000,719995,720094,0,0,1,-2
2540,720000,719995,720092,0,0,1,-2
2545,720000,719995,720090,0,0,1,-2
2550,720000,719995,720088,0,0,1,-2
2555,720000,719995,720086,0,0,1,-2
2560,720000,719995,720084,0,0,1,-2
2565,720000,719995,720082,0,0,1,-2
2570,720000,719995,720080,0,0,1,-1
2575,720000,719995,720078,0,0,1,-1
2580,720000,719995,720076,0,0,1,-1
2585,720000,719995,720075,0,0,1,-1
2590,720000,719995,720073,0,0,1,-1
2595,720000,719995,720071,0,0,1,-1
2600,720000,719995,720069,0,0,1,-1
2605,720000,719995,720067,0,0,1,-1
2610,720000,719995,720065,0,0,1,-1
2615,720000,719995,720063,0,0,1,-1
2620,720000,719995,720061,0,0,1,-1
2625,720000,719995,720059,0,0,1,1
2630,720000,719995,720058,0,0,1,2
2635,720000,719995,720057,0,0,1,2
2640,720000,719995,720056,0,0,1,2
2645,720000,719995,720055,0,0,1,2
2650,720000,719995,720054,0,0,1,2
2655,720000,719995,720053,0,0,1,2
2660,720000,719995,720052,0,0,1,2
2665,720000,719995,720051,0,0,1,2
2670,720000,719995,720050,0,0,1,2
2675,720000,719995,720049,0,0,1,2
